yourlist:M20200824A94466D2655679D1FD8953E075198DA850B369V	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs	Cross-reference (KO)
UPI000F40EE99	A0A3M6U6S5	A0A3M6U6S5_9CNID	unreviewed	Uncharacterized protein	pdam_00005825	Pocillopora damicornis	670	serine-type endopeptidase activity [GO:0004252]	GO:0004252	
UPI000F3F9C19	A0A3M6TP95	A0A3M6TP95_9CNID	unreviewed	Uncharacterized protein	pdam_00009751	Pocillopora damicornis	856			
UPI000C01E75D	A0A2B4RZR3	A0A2B4RZR3_STYPI	unreviewed	Double-strand-break repair protein rad21-like	rad21 AWC38_SpisGene13779	Stylophora pistillata (Smooth cauliflower coral)	596	cohesin complex [GO:0008278]; sister chromatid cohesion [GO:0007062]	GO:0007062; GO:0008278	
UPI000F3E949F	A0A3M6U344	A0A3M6U344_9CNID	unreviewed	Uncharacterized protein	pdam_00002675	Pocillopora damicornis	251			
UPI000C01A3FF	A0A2B4S567	A0A2B4S567_STYPI	unreviewed	ATP-grasp domain-containing protein	AWC38_SpisGene10860	Stylophora pistillata (Smooth cauliflower coral)	436	ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0046872	
UPI0012BCE531	A0A668V6Y2	A0A668V6Y2_OREAU	unreviewed	Ring finger protein 113A		Oreochromis aureus (Israeli tilapia) (Chromis aureus)	322			
UPI000F3F0F8C	A0A3M6UGQ0	A0A3M6UGQ0_9CNID	unreviewed	UmuC domain-containing protein	pdam_00011337	Pocillopora damicornis	696	damaged DNA binding [GO:0003684]; DNA repair [GO:0006281]	GO:0003684; GO:0006281	
UPI000B8F2233	A0A3P8RN23	A0A3P8RN23_AMPPE	unreviewed	Transmembrane protein 208		Amphiprion percula (Orange clownfish) (Lutjanus percula)	173	integral component of membrane [GO:0016021]	GO:0016021	
UPI000B8F2233	A0A3Q1BAB9	A0A3Q1BAB9_AMPOC	unreviewed	Transmembrane protein 208		Amphiprion ocellaris (Clown anemonefish)	173	integral component of membrane [GO:0016021]	GO:0016021	
UPI000B8F2233	A0A3Q1FB92	A0A3Q1FB92_9TELE	unreviewed	Transmembrane protein 208		Acanthochromis polyacanthus (spiny chromis)	173	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C310A33	A0A3Q1CG22	A0A3Q1CG22_AMPOC	unreviewed	Threonyl-tRNA synthetase (EC 6.1.1.3)		Amphiprion ocellaris (Clown anemonefish)	724	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]; branching involved in blood vessel morphogenesis [GO:0001569]; regulation of sprouting angiogenesis [GO:1903670]; threonyl-tRNA aminoacylation [GO:0006435]	GO:0001569; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:1903670	
UPI000F3B4162	A0A3M6U4U6	A0A3M6U4U6_9CNID	unreviewed	Protein kinase domain-containing protein	pdam_00001587	Pocillopora damicornis	311	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
UPI000F4006BF	A0A3M6TIW3	A0A3M6TIW3_9CNID	unreviewed	THAP-type domain-containing protein	pdam_00012783	Pocillopora damicornis	254	nucleic acid binding [GO:0003676]	GO:0003676	
UPI000C017D4F	A0A2B4SYY7	A0A2B4SYY7_STYPI	unreviewed	Putative indole-3-acetic acid-amido synthetase GH3.5	GH3.5 AWC38_SpisGene884	Stylophora pistillata (Smooth cauliflower coral)	616	integral component of membrane [GO:0016021]	GO:0016021	
UPI00018EBEDE	B7Q0W6	B7Q0W6_IXOSC	unreviewed	Notch-regulated ankyrin repeat protein, putative	8034247 IscW_ISCW009526	Ixodes scapularis (Black-legged tick) (Deer tick)	104			
UPI00018EBEDE	V5HLT2	V5HLT2_IXORI	unreviewed	Putative maternal effect lethal family member mel-11-like protein (Putative myosin phosphatase regulatory subunit)		Ixodes ricinus (Common tick) (Acarus ricinus)	104			
UPI000B75FFBA	A0A226EGX9	A0A226EGX9_FOLCA	unreviewed	Microsomal glutathione S-transferase 3	Fcan01_06792	Folsomia candida (Springtail)	163	integral component of membrane [GO:0016021]; transferase activity [GO:0016740]	GO:0016021; GO:0016740	
UPI000C01EE1B	A0A2B4SKR2	A0A2B4SKR2_STYPI	unreviewed	Transcription factor HES-4	hes4 AWC38_SpisGene5258	Stylophora pistillata (Smooth cauliflower coral)	255	nucleus [GO:0005634]; DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0005634; GO:0006355; GO:0046983	
UPI000C010CCC	A0A2B4RX21	A0A2B4RX21_STYPI	unreviewed	Netrin receptor UNC5B	Unc5b AWC38_SpisGene14714	Stylophora pistillata (Smooth cauliflower coral)	815	integral component of membrane [GO:0016021]	GO:0016021	
UPI00109F68A4	A0A670I7B1	A0A670I7B1_PODMU	unreviewed	MFS domain-containing protein	LOC114598048	Podarcis muralis (Wall lizard) (Lacerta muralis)	489			
UPI000F4104BC	A0A3M6TK34	A0A3M6TK34_9CNID	unreviewed	Uncharacterized protein	pdam_00005543	Pocillopora damicornis	160			
UPI000F3FE745	A0A3M6TDG5	A0A3M6TDG5_9CNID	unreviewed	Uncharacterized protein	pdam_00005966	Pocillopora damicornis	244			
UPI000F3DBCC2	A0A3M6V378	A0A3M6V378_9CNID	unreviewed	Uncharacterized protein	pdam_00021320	Pocillopora damicornis	240	outer dynein arm [GO:0036157]; axonemal dynein complex assembly [GO:0070286]	GO:0036157; GO:0070286	
UPI000C00771A	A0A2B4SZ16	A0A2B4SZ16_STYPI	unreviewed	Zinc finger CCCH domain-containing protein 13	ZC3H13 AWC38_SpisGene1514	Stylophora pistillata (Smooth cauliflower coral)	1689	RNA N6-methyladenosine methyltransferase complex [GO:0036396]; metal ion binding [GO:0046872]; mRNA methylation [GO:0080009]	GO:0036396; GO:0046872; GO:0080009	
UPI000C01E966	A0A2B4SL49	A0A2B4SL49_STYPI	unreviewed	Riboflavin-binding protein	2 AWC38_SpisGene5331	Stylophora pistillata (Smooth cauliflower coral)	265			
UPI000F3C8E59	A0A3M6V3I8	A0A3M6V3I8_9CNID	unreviewed	BEN domain-containing protein	pdam_00017777	Pocillopora damicornis	271	nuclear heterochromatin [GO:0005720]; DNA binding [GO:0003677]; rDNA heterochromatin assembly [GO:0000183]	GO:0000183; GO:0003677; GO:0005720	
UPI000F3B0CEF	A0A3M6U670	A0A3M6U670_9CNID	unreviewed	Uncharacterized protein	pdam_00003872	Pocillopora damicornis	314	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C01E179	A0A2B4SUV3	A0A2B4SUV3_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene2333	Stylophora pistillata (Smooth cauliflower coral)	224			
UPI000F7D3665	A0A4W2IGB6	A0A4W2IGB6_BOBOX	unreviewed	Endo/exonuclease/phosphatase domain-containing protein	ANGEL1	Bos indicus x Bos taurus (Hybrid cattle)	668			
UPI000F3D4D0D	A0A3M6ULG8	A0A3M6ULG8_9CNID	unreviewed	Uncharacterized protein	pdam_00004618	Pocillopora damicornis	610			
UPI000C0068B6	A0A2B4SJL5	A0A2B4SJL5_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene5951	Stylophora pistillata (Smooth cauliflower coral)	510			
UPI000F41BA84	A0A3M6UMB8	A0A3M6UMB8_9CNID	unreviewed	Uncharacterized protein	pdam_00018597	Pocillopora damicornis	964	metal ion binding [GO:0046872]	GO:0046872	
UPI000F3E5D2F	A0A3M6V171	A0A3M6V171_9CNID	unreviewed	Uncharacterized protein	pdam_00010494	Pocillopora damicornis	124			
UPI000F3B7B2A	A0A3M6UD16	A0A3M6UD16_9CNID	unreviewed	Uncharacterized protein	pdam_00004677	Pocillopora damicornis	582			
UPI000C0017E3	A0A2B4SHD6	A0A2B4SHD6_STYPI	unreviewed	Ethanolamine-phosphate cytidylyltransferase	Pcyt2 AWC38_SpisGene6795	Stylophora pistillata (Smooth cauliflower coral)	380	nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058]	GO:0009058; GO:0016779	
UPI000F41B40E	A0A3M6UEC5	A0A3M6UEC5_9CNID	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	pdam_00003687	Pocillopora damicornis	329	metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]	GO:0004721; GO:0046872	
UPI000C005C19	A0A2B4SJ42	A0A2B4SJ42_STYPI	unreviewed	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	COQ5 AWC38_SpisGene6784	Stylophora pistillata (Smooth cauliflower coral)	298	extrinsic component of mitochondrial inner membrane [GO:0031314]; 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]	GO:0006744; GO:0031314; GO:0032259; GO:0043333	
UPI000C00B90C	A0A2B4RI56	A0A2B4RI56_STYPI	unreviewed	Coiled-coil domain-containing protein 157	Ccdc157 AWC38_SpisGene18378	Stylophora pistillata (Smooth cauliflower coral)	843			
UPI000C00357C	A0A2B4S376	A0A2B4S376_STYPI	unreviewed	Repressor of RNA polymerase III transcription MAF1	MAF1 AWC38_SpisGene12432	Stylophora pistillata (Smooth cauliflower coral)	258	nucleus [GO:0005634]; negative regulation of transcription by RNA polymerase III [GO:0016480]	GO:0005634; GO:0016480	
UPI000865A670	A0A1C9KCY3	A0A1C9KCY3_NEMVE	unreviewed	Transcription factor maf-like protein		Nematostella vectensis (Starlet sea anemone)	222	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634; GO:0042025	
UPI000F3AAAD6	A0A3M6UW60	A0A3M6UW60_9CNID	unreviewed	Endo/exonuclease/phosphatase domain-containing protein	pdam_00021944	Pocillopora damicornis	393			
UPI000C00332E	A0A2B4S7P7	A0A2B4S7P7_STYPI	unreviewed	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12)	trip12 AWC38_SpisGene10348	Stylophora pistillata (Smooth cauliflower coral)	1877	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	GO:0004842; GO:0008270	
UPI0005D07B6D	A0A663EMS1	A0A663EMS1_AQUCH	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	Aquila chrysaetos chrysaetos	595			
UPI000C01DA41	A0A2B4SB77	A0A2B4SB77_STYPI	unreviewed	Rho GTPase-activating protein 32	arhgap32 AWC38_SpisGene9572	Stylophora pistillata (Smooth cauliflower coral)	926	signal transduction [GO:0007165]	GO:0007165	
UPI000F3D4DE7	A0A3M6US99	A0A3M6US99_9CNID	unreviewed	ANK_REP_REGION domain-containing protein	pdam_00007183	Pocillopora damicornis	836			
UPI000F3FFF20	A0A3M6TXV6	A0A3M6TXV6_9CNID	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	pdam_00018146	Pocillopora damicornis	1175	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
UPI000F3F693A	A0A3M6V4R5	A0A3M6V4R5_9CNID	unreviewed	Diacylglycerol O-acyltransferase (EC 2.3.1.20)	pdam_00003498	Pocillopora damicornis	547	integral component of membrane [GO:0016021]; diacylglycerol O-acyltransferase activity [GO:0004144]; glycerolipid biosynthetic process [GO:0045017]	GO:0004144; GO:0016021; GO:0045017	
UPI000C00C465	A0A2B4S5G8	A0A2B4S5G8_STYPI	unreviewed	Protein FRG1	Frg1 AWC38_SpisGene11138	Stylophora pistillata (Smooth cauliflower coral)	260			
UPI000C00EE80	A0A2B4S0P8	A0A2B4S0P8_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene11121	Stylophora pistillata (Smooth cauliflower coral)	222			
UPI000F3F5E0F	A0A3M6V5A0	A0A3M6V5A0_9CNID	unreviewed	EGF-like domain-containing protein	pdam_00006801	Pocillopora damicornis	393			
UPI000C015811	A0A2B4SD81	A0A2B4SD81_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene7406	Stylophora pistillata (Smooth cauliflower coral)	638			
UPI000C0189D8	A0A2B4SEB5	A0A2B4SEB5_STYPI	unreviewed	Transposon Ty3-I Gag-Pol polyprotein	TY3B-I AWC38_SpisGene7599	Stylophora pistillata (Smooth cauliflower coral)	1154	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	
UPI000F3D79E2	A0A3M6UT63	A0A3M6UT63_9CNID	unreviewed	Uncharacterized protein	pdam_00026020	Pocillopora damicornis	310			
UPI000C0158CC	A0A2B4SFI4	A0A2B4SFI4_STYPI	unreviewed	SWIM-type domain-containing protein	AWC38_SpisGene18410 AWC38_SpisGene204 AWC38_SpisGene7934	Stylophora pistillata (Smooth cauliflower coral)	505	zinc ion binding [GO:0008270]	GO:0008270	
UPI000F3C59BD	A0A3M6V6F5	A0A3M6V6F5_9CNID	unreviewed	Uncharacterized protein	pdam_00023488	Pocillopora damicornis	268			
UPI000C0114A3	A0A2B4RVD6	A0A2B4RVD6_STYPI	unreviewed	Putative nuclease HARBI1	HARBI1 AWC38_SpisGene13088	Stylophora pistillata (Smooth cauliflower coral)	375			
UPI000C012E82	A0A2B4S6H8	A0A2B4S6H8_STYPI	unreviewed	THAP domain-containing protein 1	thap1 AWC38_SpisGene10990	Stylophora pistillata (Smooth cauliflower coral)	460	DNA binding [GO:0003677]	GO:0003677	
UPI000C012368	A0A2B4RYC4	A0A2B4RYC4_STYPI	unreviewed	Lipopolysaccharide-binding protein	Lbp AWC38_SpisGene13707	Stylophora pistillata (Smooth cauliflower coral)	491	extracellular space [GO:0005615]; lipid binding [GO:0008289]	GO:0005615; GO:0008289	
UPI000C011C93	A0A2B4SSG5	A0A2B4SSG5_STYPI	unreviewed	Putative E3 ubiquitin-protein ligase hulA	hulA AWC38_SpisGene3836	Stylophora pistillata (Smooth cauliflower coral)	662	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	
UPI000F3C2968	A0A3M6U2S7	A0A3M6U2S7_9CNID	unreviewed	TGF_BETA_2 domain-containing protein	pdam_00005372	Pocillopora damicornis	333	extracellular region [GO:0005576]; growth factor activity [GO:0008083]	GO:0005576; GO:0008083	
UPI000C00604B	A0A2B4SDY6	A0A2B4SDY6_STYPI	unreviewed	UBX domain-containing protein 7	UBXN7 AWC38_SpisGene8497	Stylophora pistillata (Smooth cauliflower coral)	509			
UPI000C005C7C	A0A2B4STT0	A0A2B4STT0_STYPI	unreviewed	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)	Cbp20 AWC38_SpisGene2622	Stylophora pistillata (Smooth cauliflower coral)	157	nuclear cap binding complex [GO:0005846]; nucleus [GO:0005634]; RNA cap binding [GO:0000339]; mRNA cis splicing, via spliceosome [GO:0045292]	GO:0000339; GO:0005634; GO:0005846; GO:0045292	
UPI000C018B13	A0A2B4RCT8	A0A2B4RCT8_STYPI	unreviewed	Ribosomal protein L15	Rpl15 AWC38_SpisGene21210	Stylophora pistillata (Smooth cauliflower coral)	204	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000F3EAE60	A0A3M6V5M2	A0A3M6V5M2_9CNID	unreviewed	Uncharacterized protein	pdam_00007405	Pocillopora damicornis	228			
UPI000C01818B	A0A2B4S630	A0A2B4S630_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene10904	Stylophora pistillata (Smooth cauliflower coral)	667	catalytic activity [GO:0003824]	GO:0003824	
UPI000F3D93D8	A0A3M6U5N0	A0A3M6U5N0_9CNID	unreviewed	Uncharacterized protein	pdam_00008304	Pocillopora damicornis	683	integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]	GO:0003824; GO:0016021	
UPI000F3FC5BD	A0A3M6UU11	A0A3M6UU11_9CNID	unreviewed	MORN repeat-containing protein 5	pdam_00006214	Pocillopora damicornis	176			
UPI000C01E2F2	A0A2B4RDN2	A0A2B4RDN2_STYPI	unreviewed	Interferon regulatory factor 2	IRF2 AWC38_SpisGene20031	Stylophora pistillata (Smooth cauliflower coral)	359	DNA-binding transcription factor activity [GO:0003700]; apoptotic process [GO:0006915]; negative regulation of cell population proliferation [GO:0008285]; regulation of immune response [GO:0050776]	GO:0003700; GO:0006915; GO:0008285; GO:0050776	
UPI000C009BAE	A0A2B4RXT7	A0A2B4RXT7_STYPI	unreviewed	F-box/LRR-repeat protein 17	Fbxl17 AWC38_SpisGene14473	Stylophora pistillata (Smooth cauliflower coral)	403			
UPI000F3D07B5	A0A3M6UWC0	A0A3M6UWC0_9CNID	unreviewed	SWIM-type domain-containing protein	pdam_00025709	Pocillopora damicornis	507	zinc ion binding [GO:0008270]	GO:0008270	
UPI000F3D7329	A0A3M6UV54	A0A3M6UV54_9CNID	unreviewed	Uncharacterized protein (Fragment)	pdam_00005798	Pocillopora damicornis	928	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021; GO:0045211	
UPI000C00D626	A0A2B4SAY2	A0A2B4SAY2_STYPI	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	PIK3R4 AWC38_SpisGene9055	Stylophora pistillata (Smooth cauliflower coral)	1396	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
UPI000C01189E	A0A2B4SBT9	A0A2B4SBT9_STYPI	unreviewed	Protein kinase C (EC 2.7.11.13)	Prkci AWC38_SpisGene9048	Stylophora pistillata (Smooth cauliflower coral)	592	ATP binding [GO:0005524]; calcium-dependent protein kinase C activity [GO:0004698]; metal ion binding [GO:0046872]; establishment or maintenance of cell polarity [GO:0007163]; intracellular signal transduction [GO:0035556]	GO:0004698; GO:0005524; GO:0007163; GO:0035556; GO:0046872	
UPI000C001875	A0A2B4S8B8	A0A2B4S8B8_STYPI	unreviewed	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	DTX3L AWC38_SpisGene10014	Stylophora pistillata (Smooth cauliflower coral)	714	zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]	GO:0007219; GO:0008270; GO:0016567	
UPI000C0185E4	A0A2B4RYM7	A0A2B4RYM7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene14150	Stylophora pistillata (Smooth cauliflower coral)	808			
UPI000C0164B1	A0A2B4RLZ8	A0A2B4RLZ8_STYPI	unreviewed	Zinc finger protein 862	ZNF862 AWC38_SpisGene16148	Stylophora pistillata (Smooth cauliflower coral)	695	protein dimerization activity [GO:0046983]	GO:0046983	
UPI000C0125F5	A0A2B4SRN7	A0A2B4SRN7_STYPI	unreviewed	2-(3-amino-3-carboxypropyl)histidine synthase (EC 2.5.1.108)	dph1 AWC38_SpisGene3495	Stylophora pistillata (Smooth cauliflower coral)	478	transferase activity [GO:0016740]; peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]	GO:0016740; GO:0017183	
UPI000C00938D	A0A2B4SRG1	A0A2B4SRG1_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene3679	Stylophora pistillata (Smooth cauliflower coral)	632			
UPI000F3C41EF	A0A3M6TAX0	A0A3M6TAX0_9CNID	unreviewed	Uncharacterized protein	pdam_00010246	Pocillopora damicornis	359			
UPI000C010150	A0A2B4SA26	A0A2B4SA26_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene9376	Stylophora pistillata (Smooth cauliflower coral)	368			
UPI000F3D17E9	A0A3M6UXV3	A0A3M6UXV3_9CNID	unreviewed	Amidase domain-containing protein	pdam_00023472	Pocillopora damicornis	521	hydrolase activity [GO:0016787]	GO:0016787	
UPI00047F0111	B8UU51	GXN2_ACRMI	reviewed	Galaxin-2		Acropora millepora (Staghorn coral) (Heteropora millepora)	275	extracellular region [GO:0005576]	GO:0005576	
UPI000C015608	A0A2B4RUA7	A0A2B4RUA7_STYPI	unreviewed	Exonuclease	exo AWC38_SpisGene14327	Stylophora pistillata (Smooth cauliflower coral)	405	exonuclease activity [GO:0004527]	GO:0004527	
UPI000C0168A3	A0A2B4T1L4	A0A2B4T1L4_STYPI	unreviewed	Fimbrin	SAC6 AWC38_SpisGene436	Stylophora pistillata (Smooth cauliflower coral)	618	actin filament binding [GO:0051015]; actin filament bundle assembly [GO:0051017]	GO:0051015; GO:0051017	
UPI000C0173D4	A0A2B4R728	A0A2B4R728_STYPI	unreviewed	Zinc finger protein 862	ZNF862 AWC38_SpisGene23778	Stylophora pistillata (Smooth cauliflower coral)	710	protein dimerization activity [GO:0046983]	GO:0046983	
UPI000F3DF633	A0A3M6TGC7	A0A3M6TGC7_9CNID	unreviewed	Fibroblast growth factor (FGF)	pdam_00009432	Pocillopora damicornis	136	growth factor activity [GO:0008083]	GO:0008083	
UPI000C01EA47	A0A2B4SLW3	A0A2B4SLW3_STYPI	unreviewed	SWIM-type domain-containing protein	AWC38_SpisGene4869	Stylophora pistillata (Smooth cauliflower coral)	625	zinc ion binding [GO:0008270]	GO:0008270	
UPI000F3CAF52	A0A3M6U3E1	A0A3M6U3E1_9CNID	unreviewed	Uncharacterized protein	pdam_00015374	Pocillopora damicornis	430	transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]	GO:0016747	
UPI000C00D46F	A0A2B4SFW2	A0A2B4SFW2_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene7048	Stylophora pistillata (Smooth cauliflower coral)	164	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C0096BB	A0A2B4SGM9	A0A2B4SGM9_STYPI	unreviewed	Cytochrome c oxidase assembly factor 4-like, mitochondrial	COA4 AWC38_SpisGene7033	Stylophora pistillata (Smooth cauliflower coral)	87	mitochondrial intermembrane space [GO:0005758]; mitochondrial cytochrome c oxidase assembly [GO:0033617]	GO:0005758; GO:0033617	
UPI000B45CF64	A0A210PHE4	A0A210PHE4_MIZYE	unreviewed	Uncharacterized protein	KP79_PYT09726	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	389			
UPI000C011487	A0A2B4RIJ8	A0A2B4RIJ8_STYPI	unreviewed	Zinc finger CCHC domain-containing protein 2	Zcchc2 AWC38_SpisGene19672	Stylophora pistillata (Smooth cauliflower coral)	782	nucleic acid binding [GO:0003676]; phosphatidylinositol binding [GO:0035091]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270; GO:0035091	
UPI000C002589	A0A2B4S447	A0A2B4S447_STYPI	unreviewed	Zinc finger MYND domain-containing protein 19	Zmynd19 AWC38_SpisGene12178	Stylophora pistillata (Smooth cauliflower coral)	243	metal ion binding [GO:0046872]	GO:0046872	
UPI000C01F27A	A0A2B4RXY6	A0A2B4RXY6_STYPI	unreviewed	Endothelial differentiation-related factor 1-like	EDF1 AWC38_SpisGene12180	Stylophora pistillata (Smooth cauliflower coral)	149	DNA binding [GO:0003677]	GO:0003677	
UPI000F3D0ED5	A0A3M6UK92	A0A3M6UK92_9CNID	unreviewed	Uncharacterized protein	pdam_00013700	Pocillopora damicornis	198			
UPI000C01916B	A0A2B4SG98	A0A2B4SG98_STYPI	unreviewed	P2X purinoceptor 7	P2RX7 AWC38_SpisGene7759	Stylophora pistillata (Smooth cauliflower coral)	191			
UPI000C00FD08	A0A2B4S9C0	A0A2B4S9C0_STYPI	unreviewed	Transketolase	TKT AWC38_SpisGene10250	Stylophora pistillata (Smooth cauliflower coral)	623	catalytic activity [GO:0003824]	GO:0003824	
UPI000F413F93	A0A3M6TNR0	A0A3M6TNR0_9CNID	unreviewed	Uncharacterized protein	pdam_00001872	Pocillopora damicornis	293			
UPI000C019A19	A0A2B4SIZ0	A0A2B4SIZ0_STYPI	unreviewed	Mitochondrial-processing peptidase subunit beta	PMPCB AWC38_SpisGene5889	Stylophora pistillata (Smooth cauliflower coral)	484	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0046872	
UPI000F3D19C0	A0A3M6TWI0	A0A3M6TWI0_9CNID	unreviewed	Uncharacterized protein	pdam_00004161	Pocillopora damicornis	594			
UPI000C01880E	A0A2B4R6Q7	A0A2B4R6Q7_STYPI	unreviewed	Exonuclease	exo AWC38_SpisGene23544	Stylophora pistillata (Smooth cauliflower coral)	418	exonuclease activity [GO:0004527]; zinc ion binding [GO:0008270]	GO:0004527; GO:0008270	
UPI000F3FE4F1	A0A3M6U7Q6	A0A3M6U7Q6_9CNID	unreviewed	EXPERA domain-containing protein	pdam_00002969	Pocillopora damicornis	213	integral component of membrane [GO:0016021]; cholestenol delta-isomerase activity [GO:0047750]; sterol metabolic process [GO:0016125]	GO:0016021; GO:0016125; GO:0047750	
UPI000C00E4E0	A0A2B4RXU2	A0A2B4RXU2_STYPI	unreviewed	Zinc finger FYVE domain-containing protein 21	ZFYVE21 AWC38_SpisGene12207	Stylophora pistillata (Smooth cauliflower coral)	472	metal ion binding [GO:0046872]	GO:0046872	
UPI000F4037F7	A0A3M6TYM8	A0A3M6TYM8_9CNID	unreviewed	Uncharacterized protein	pdam_00000620	Pocillopora damicornis	179			
UPI000C009842	A0A2B4SAK6	A0A2B4SAK6_STYPI	unreviewed	Golgi SNAP receptor complex member 2	Gosr2 AWC38_SpisGene9801	Stylophora pistillata (Smooth cauliflower coral)	213	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; SNAP receptor activity [GO:0005484]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	GO:0005484; GO:0005794; GO:0015031; GO:0016021; GO:0016192	
UPI000C014DF1	A0A2B4S8W7	A0A2B4S8W7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene10356	Stylophora pistillata (Smooth cauliflower coral)	151			
UPI000F3F5A56	A0A3M6TEV7	A0A3M6TEV7_9CNID	unreviewed	Uncharacterized protein	pdam_00022018	Pocillopora damicornis	1398	serine-type endopeptidase activity [GO:0004252]	GO:0004252	
UPI000C013733	A0A2B4RGF2	A0A2B4RGF2_STYPI	unreviewed	Ribosomal RNA processing protein 36-like	AWC38_SpisGene18231	Stylophora pistillata (Smooth cauliflower coral)	253	nucleolus [GO:0005730]; cleavage involved in rRNA processing [GO:0000469]	GO:0000469; GO:0005730	
UPI000C01D803	A0A2B4RGE3	A0A2B4RGE3_STYPI	unreviewed	UBX domain-containing protein 1	ubxn1 AWC38_SpisGene18229	Stylophora pistillata (Smooth cauliflower coral)	338			
UPI000C01A3CD	A0A2B4RPQ4	A0A2B4RPQ4_STYPI	unreviewed	Calcineurin subunit B type 1	Ppp3r1 AWC38_SpisGene16444	Stylophora pistillata (Smooth cauliflower coral)	170	calcium ion binding [GO:0005509]	GO:0005509	
UPI000F3D6DFE	A0A3M6UTF6	A0A3M6UTF6_9CNID	unreviewed	Integrase catalytic domain-containing protein	pdam_00024622	Pocillopora damicornis	333	DNA integration [GO:0015074]	GO:0015074	
UPI000C017385	A0A2B4RQW9	A0A2B4RQW9_STYPI	unreviewed	Symplekin	SYMPK AWC38_SpisGene16989	Stylophora pistillata (Smooth cauliflower coral)	1192			
UPI000F3D3838	A0A3M6U546	A0A3M6U546_9CNID	unreviewed	Uncharacterized protein	pdam_00001557	Pocillopora damicornis	214			
UPI000F40A415	A0A3M6V6D3	A0A3M6V6D3_9CNID	unreviewed	Uncharacterized protein	pdam_00003580	Pocillopora damicornis	282	calcium ion binding [GO:0005509]	GO:0005509	
